Relatório Meteorológico da Estação: São Cristóvão

Dados normalizados para o Horário Brasileiro de Verão (HBV)

Dia         Hora      HBV   Chuva  DirVento  VelVento  Temperatura  Pressao  Umidade
                                     (graus)     (Km/h)    (celsius)    (hPa)      (%)
01/02/2019  00:00:00  HBV     0.0         -       0.0         31.3   1008.9       48
01/02/2019  00:15:00  HBV     0.0         -       0.0         30.4   1008.9       48
01/02/2019  00:30:00  HBV     0.0       341       4.2         30.6   1008.8       49
01/02/2019  00:45:00  HBV     0.0         -       0.0         30.4   1008.8       49
01/02/2019  01:00:00  HBV     0.0         -       0.0         30.2   1008.6       50
01/02/2019  01:15:00  HBV     0.0         -       0.0         30.2   1008.4       50
01/02/2019  01:30:00  HBV     0.0         -       0.0         29.1   1008.4       66
01/02/2019  01:45:00  HBV     0.0         -       0.0         29.1   1008.3       67
01/02/2019  02:00:00  HBV     0.0         -       0.0         28.8   1008.3       66
01/02/2019  02:15:00  HBV     0.0         -       0.0         29.1   1008.2       62
01/02/2019  02:30:00  HBV     0.0         -       0.0         29.1   1008.1       65
01/02/2019  02:45:00  HBV     0.0         -       0.0         28.8   1008.1       65
01/02/2019  03:00:00  HBV     0.0         -       0.0         29.0   1008.1       65
01/02/2019  03:15:00  HBV     0.0         -       0.0         29.0   1007.7       66
01/02/2019  03:30:00  HBV     0.0         -       0.0         29.0   1007.7       68
01/02/2019  03:45:00  HBV     0.0         -       0.0         28.5   1007.8       69
01/02/2019  04:00:00  HBV     0.0         -       0.0         28.5   1007.8       70
01/02/2019  04:15:00  HBV     0.0         -       0.0         28.5   1007.8       71
01/02/2019  04:30:00  HBV     0.0         -       0.0         28.4   1007.7       71
01/02/2019  04:45:00  HBV     0.0         -       0.0         28.4   1007.7       71
01/02/2019  05:00:00  HBV     0.0         -       0.0         28.1   1008.0       71
01/02/2019  05:15:00  HBV     0.0         -       0.0         28.2   1008.0       71
01/02/2019  05:30:00  HBV     0.0         -       0.0         27.6   1008.2       73
01/02/2019  05:45:00  HBV     0.0         -       0.0         27.7   1008.2       74
01/02/2019  06:00:00  HBV     0.0         -       0.0         27.7   1008.2       73
01/02/2019  06:15:00  HBV     0.0         -       0.0         27.5   1008.2       74
01/02/2019  06:30:00  HBV     0.0         -       0.0         27.6   1008.6       73
01/02/2019  06:45:00  HBV     0.0         -       0.0         28.6   1008.4       71
01/02/2019  07:00:00  HBV     0.0         -       0.0         28.6   1008.7       72
01/02/2019  07:15:00  HBV     0.0       089       0.7         29.1   1008.8       72
01/02/2019  07:30:00  HBV     0.0       126       3.9         28.7   1009.1       72
01/02/2019  07:45:00  HBV     0.0       158       4.9         28.2   1009.1       73
01/02/2019  08:00:00  HBV     0.0         -       0.0         29.0   1009.1       70
01/02/2019  08:15:00  HBV     0.0       117       7.8         28.6   1009.1       71
01/02/2019  08:30:00  HBV     0.0       116       8.1         29.2   1009.1       66
01/02/2019  08:45:00  HBV     0.0       069       5.6         29.1   1009.1       69
01/02/2019  09:00:00  HBV     0.0       123       6.4         30.2   1009.3       66
01/02/2019  09:15:00  HBV     0.0       106       2.8         29.2   1009.1       69
01/02/2019  09:30:00  HBV     0.0         -       0.0         30.8   1009.4       63
01/02/2019  09:45:00  HBV     0.0         -       0.0         31.3   1009.4       62
01/02/2019  10:00:00  HBV     0.0       112       5.3         30.8   1009.1       63
01/02/2019  10:15:00  HBV     0.0       145       5.3         30.9   1009.2       61
01/02/2019  10:30:00  HBV     0.0       125       9.5         31.0   1008.9       61
01/02/2019  10:45:00  HBV     0.0       136       9.5         32.0   1008.9       53
01/02/2019  11:00:00  HBV     0.0       110      12.0         32.4   1008.7       56
01/02/2019  11:15:00  HBV     0.0       099       6.0         33.9   1008.7       48
01/02/2019  11:30:00  HBV     0.0       122      13.4         32.6   1008.7       44
01/02/2019  11:45:00  HBV     0.0       075      10.2         34.6   1008.7       44
01/02/2019  12:00:00  HBV     0.0       146       6.4         34.7   1008.2       46
01/02/2019  12:15:00  HBV     0.0       097       4.2         34.5   1008.2       46
01/02/2019  12:30:00  HBV     0.0       138      11.6         34.7   1008.2       42
01/02/2019  12:45:00  HBV     0.0       100       9.2         35.9   1008.2       42
01/02/2019  13:00:00  HBV     0.0       154      13.4         35.4   1008.0       44
01/02/2019  13:15:00  HBV     0.0         -       0.0         35.1   1007.7       44
01/02/2019  13:30:00  HBV     0.0       094       5.3         35.2   1007.6       44
01/02/2019  13:45:00  HBV     0.0       125       4.9         35.2   1007.3       43
01/02/2019  14:00:00  HBV     0.0         -       0.0         34.2   1007.2       42
01/02/2019  14:15:00  HBV     0.0         -       0.0         35.2   1007.0       39
01/02/2019  14:30:00  HBV     0.0         -       0.0         36.5   1007.0       38
01/02/2019  14:45:00  HBV     0.0       107       4.2         36.0   1006.9       38
01/02/2019  15:00:00  HBV     0.0       232      10.6         34.5   1008.1       42
01/02/2019  15:15:00  HBV     0.0       250       8.1         35.6   1006.5       38
01/02/2019  15:30:00  HBV     0.0         -       0.0         36.0   1006.4       38
01/02/2019  15:45:00  HBV     0.0         -       0.0         35.8   1006.2       38
01/02/2019  16:00:00  HBV     0.0       148      10.6         36.7   1006.2       35
01/02/2019  16:15:00  HBV     0.0       237       9.5         35.4   1006.4       38
01/02/2019  16:30:00  HBV     0.0       195      10.9         35.7   1006.2       38
01/02/2019  16:45:00  HBV     0.0       230       8.1         35.0   1006.5       43
01/02/2019  17:00:00  HBV     0.0       211      15.5         35.1   1005.9       43
01/02/2019  17:15:00  HBV     0.0       149       7.4         35.6   1005.9       41
01/02/2019  17:30:00  HBV     0.0       177      13.4         34.1   1005.9       41
01/02/2019  17:45:00  HBV     0.0       132       8.1         33.1   1006.0       42
01/02/2019  18:00:00  HBV     0.0       185      11.6         33.9   1006.1       41
01/02/2019  18:15:00  HBV     0.0       125       7.4         32.9   1006.5       41
01/02/2019  18:30:00  HBV     0.0       232      12.7         33.6   1006.5       40
01/02/2019  18:45:00  HBV     0.0       232      13.1         33.4   1006.7       38
