Relatório Meteorológico da Estação: Santa Cruz

Dados normalizados para o Horário Brasileiro de Verão (HBV)

Dia         Hora      HBV   Chuva  DirVento  VelVento  Temperatura  Pressao  Umidade
                                     (graus)     (Km/h)    (celsius)    (hPa)      (%)
01/01/2019  00:00:00  HBV     0.0        ND        ND         25.2       ND       90
01/01/2019  00:15:00  HBV     0.0        ND        ND         24.7       ND       93
01/01/2019  00:30:00  HBV     0.0        ND        ND         24.7       ND       94
01/01/2019  00:45:00  HBV     0.0        ND        ND         24.7       ND       95
01/01/2019  01:00:00  HBV     0.0        ND        ND         24.2       ND       95
01/01/2019  01:15:00  HBV     0.0        ND        ND         24.7       ND       95
01/01/2019  01:30:00  HBV     0.0        ND        ND         24.5       ND       97
01/01/2019  01:45:00  HBV     0.0        ND        ND         24.5       ND       99
01/01/2019  02:00:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  02:15:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  02:30:00  HBV     0.0        ND        ND         24.5       ND      100
01/01/2019  02:45:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  03:00:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  03:15:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  03:30:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  03:45:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  04:00:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  04:15:00  HBV     0.0        ND        ND         24.0       ND      100
01/01/2019  04:30:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  04:45:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  05:00:00  HBV     0.0        ND        ND         24.0       ND      100
01/01/2019  05:15:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  05:30:00  HBV     0.0        ND        ND         24.2       ND      100
01/01/2019  05:45:00  HBV     0.0        ND        ND         24.5       ND      100
01/01/2019  06:00:00  HBV     0.0        ND        ND         24.7       ND      100
01/01/2019  06:15:00  HBV     0.0        ND        ND         24.7       ND      100
01/01/2019  06:30:00  HBV     0.0        ND        ND         24.7       ND      100
01/01/2019  06:45:00  HBV     0.0        ND        ND         25.4       ND       99
01/01/2019  07:00:00  HBV     0.0        ND        ND         25.9       ND       96
01/01/2019  07:15:00  HBV     0.0        ND        ND         26.7       ND       91
01/01/2019  07:30:00  HBV     0.0        ND        ND         27.4       ND       85
01/01/2019  07:45:00  HBV     0.0        ND        ND         27.6       ND       83
01/01/2019  08:00:00  HBV     0.0        ND        ND         28.8       ND       78
01/01/2019  08:15:00  HBV     0.0        ND        ND         29.8       ND       70
01/01/2019  08:30:00  HBV     0.0        ND        ND         30.3       ND       67
01/01/2019  08:45:00  HBV     0.0        ND        ND         30.8       ND       61
01/01/2019  09:00:00  HBV     0.0        ND        ND         31.8       ND       59
01/01/2019  09:15:00  HBV     0.0        ND        ND         31.5       ND       56
01/01/2019  09:30:00  HBV     0.0        ND        ND         32.0       ND       54
01/01/2019  09:45:00  HBV     0.0        ND        ND         32.3       ND       54
01/01/2019  10:00:00  HBV     0.0        ND        ND         32.5       ND       52
01/01/2019  10:15:00  HBV     0.0        ND        ND         32.8       ND       52
01/01/2019  10:30:00  HBV     0.0        ND        ND         33.7       ND       50
01/01/2019  10:45:00  HBV     0.0        ND        ND         34.5       ND       48
01/01/2019  11:00:00  HBV     0.0        ND        ND         34.5       ND       47
01/01/2019  11:15:00  HBV     0.0        ND        ND         35.2       ND       46
01/01/2019  11:30:00  HBV     0.0        ND        ND         34.7       ND       47
01/01/2019  11:45:00  HBV     0.0        ND        ND         35.2       ND       45
01/01/2019  12:00:00  HBV     0.0        ND        ND         35.9       ND       44
01/01/2019  12:15:00  HBV     0.0        ND        ND         35.7       ND       44
01/01/2019  12:30:00  HBV     0.0        ND        ND         35.7       ND       44
01/01/2019  12:45:00  HBV     0.0        ND        ND         36.4       ND       42
01/01/2019  13:00:00  HBV     0.0        ND        ND         34.0       ND       53
01/01/2019  13:15:00  HBV     0.0        ND        ND         34.2       ND       56
01/01/2019  13:30:00  HBV     0.0        ND        ND         32.5       ND       62
01/01/2019  13:45:00  HBV     0.0        ND        ND         32.5       ND       61
01/01/2019  14:00:00  HBV     0.0        ND        ND         32.0       ND       63
01/01/2019  14:15:00  HBV     0.0        ND        ND         32.0       ND       63
01/01/2019  14:30:00  HBV     0.0        ND        ND         32.0       ND       67
01/01/2019  14:45:00  HBV     0.0        ND        ND         30.8       ND       71
01/01/2019  15:00:00  HBV     0.0        ND        ND         31.3       ND       66
01/01/2019  15:15:00  HBV     0.0        ND        ND         30.6       ND       69
01/01/2019  15:30:00  HBV     0.0        ND        ND         31.3       ND       69
01/01/2019  15:45:00  HBV     0.0        ND        ND         31.0       ND       69
01/01/2019  16:00:00  HBV     0.0        ND        ND         32.0       ND       65
01/01/2019  16:15:00  HBV     0.0        ND        ND         32.3       ND       60
01/01/2019  16:30:00  HBV     0.0        ND        ND         32.5       ND       56
