Relatório Pluviométrico da Estação: Jardim Botânico

Dados normalizados para o Horário Brasileiro de Verão (HBV)

Dia         Hora      HBV   15 min   01 h   04 h   24 h   96 h
01/07/2019  10:15:00            ND     ND     ND    0.0    0.0
01/07/2019  10:30:00            ND     ND     ND     ND     ND
01/07/2019  10:45:00            ND     ND     ND     ND     ND
01/07/2019  11:00:00            ND     ND     ND     ND     ND
01/07/2019  11:15:00            ND     ND     ND     ND     ND
01/07/2019  11:30:00            ND     ND     ND     ND     ND
01/07/2019  11:45:00            ND     ND     ND     ND     ND
01/07/2019  12:00:00            ND     ND     ND     ND     ND
01/07/2019  12:15:00            ND     ND     ND     ND     ND
01/07/2019  12:30:00            ND     ND     ND     ND     ND
01/07/2019  12:45:00            ND     ND     ND     ND     ND
01/07/2019  13:00:00            ND     ND     ND     ND     ND
01/07/2019  13:15:00            ND     ND     ND     ND     ND
01/07/2019  13:30:00            ND     ND     ND     ND     ND
01/07/2019  13:45:00            ND     ND     ND    0.0    0.0
01/07/2019  14:00:00           0.0     ND     ND    0.0    0.0
01/07/2019  14:15:00           0.0     ND    0.0    0.0    0.0
01/07/2019  14:30:00           0.0     ND     ND    0.0    0.0
01/07/2019  14:45:00           0.0    0.0     ND    0.0    0.0
01/07/2019  15:00:00           0.0    0.0     ND    0.0    0.0
01/07/2019  15:15:00           0.0    0.0     ND    0.0    0.0
01/07/2019  15:30:00           0.0    0.0     ND    0.0    0.0
01/07/2019  15:45:00           0.0    0.0     ND    0.0    0.0
01/07/2019  16:00:00           0.0    0.0     ND    0.0    0.0
01/07/2019  16:15:00           0.0    0.0     ND    0.0    0.0
01/07/2019  16:30:00           0.0    0.0     ND     ND    0.0
01/07/2019  16:45:00           0.0    0.0     ND     ND    0.0
01/07/2019  17:00:00           0.0    0.0     ND     ND    0.0
01/07/2019  17:15:00           0.0    0.0     ND     ND    0.0
01/07/2019  17:30:00           0.0    0.0     ND     ND    0.0
01/07/2019  17:45:00           0.0    0.0    0.0     ND    0.0
01/07/2019  18:00:00           0.0    0.0    0.0     ND    0.0
01/07/2019  18:15:00           0.0    0.0    0.0     ND    0.0
01/07/2019  18:30:00           0.0    0.0    0.0     ND    0.0
01/07/2019  18:45:00           0.0    0.0    0.0     ND    0.0
01/07/2019  19:00:00           0.0    0.0    0.0     ND    0.0
01/07/2019  19:15:00           0.0    0.0    0.0     ND    0.0
01/07/2019  19:30:00           0.0    0.0    0.0     ND    0.0
01/07/2019  19:45:00           0.0    0.0    0.0     ND    0.0
01/07/2019  20:00:00           0.0    0.0    0.0     ND    0.0
